"","id","status_group"
"3521",19824,"functional"
"3522",4276,"functional"
"3523",73325,"non functional"
"3524",58981,"non functional"
"3525",28050,"non functional"
"3526",47842,"functional"
"3527",36471,"non functional"
"3528",42072,"non functional"
"3529",45613,"non functional"
"3530",15744,"non functional"
"3531",8106,"non functional"
"3532",22460,"non functional"
"3533",20063,"non functional"
"3534",59768,"functional"
"3535",63293,"non functional"
"3536",141,"functional"
"3537",6542,"non functional"
"3538",15262,"functional"
"3539",4943,"non functional"
"3540",9111,NA
"3541",50030,"functional"
"3542",6944,"non functional"
"3543",61772,"functional"
"3544",48494,"non functional"
"3545",26934,"functional"
"3546",34040,"functional"
"3547",61608,"non functional"
"3548",69176,"functional"
"3549",64849,"non functional"
"3550",19983,"functional"
"3551",64985,"functional needs repair"
"3552",29425,"non functional"
"3553",12881,"non functional"
"3554",38052,"non functional"
"3555",29895,"non functional"
"3556",6333,"functional"
"3557",7135,"functional"
"3558",13044,"non functional"
"3559",24832,"non functional"
"3560",12883,"functional"
"3561",66043,"non functional"
"3562",66724,"functional needs repair"
"3563",2043,"functional"
"3564",64545,"functional"
"3565",45525,"non functional"
"3566",16304,"functional"
"3567",18548,"functional"
"3568",33577,"functional"
"3569",21813,"functional needs repair"
"3570",23524,"functional"
"3571",9174,"functional"
"3572",31827,"functional"
"3573",647,"functional"
"3574",70475,"functional"
"3575",14957,"functional needs repair"
"3576",65749,"functional needs repair"
"3577",47711,"non functional"
"3578",23988,"functional"
"3579",9321,"functional"
"3580",67072,"functional"
"3581",40945,"functional"
"3582",63507,"functional"
"3583",28438,"non functional"
"3584",37265,"functional needs repair"
"3585",65696,"functional needs repair"
"3586",3861,"functional"
"3587",68208,"non functional"
"3588",46929,"functional"
"3589",64228,"non functional"
"3590",37816,"functional"
"3591",31809,"non functional"
"3592",18040,"non functional"
"3593",8950,"non functional"
"3594",56229,"functional"
"3595",11859,"non functional"
"3596",31759,"non functional"
"3597",37125,"functional"
"3598",21961,"functional"
"3599",56601,"non functional"
"3600",61269,"functional"
"3601",33277,"functional"
"3602",51021,"non functional"
"3603",54626,"non functional"
"3604",19903,"non functional"
"3605",36017,"functional"
"3606",26830,"non functional"
"3607",57331,"non functional"
"3608",34553,"functional"
"3609",59843,"non functional"
"3610",57575,"non functional"
"3611",11335,"non functional"
"3612",13145,"non functional"
"3613",42121,"functional"
"3614",16940,"functional"
"3615",37477,"functional"
"3616",22727,"non functional"
"3617",63598,"functional"
"3618",44353,"non functional"
"3619",53658,"functional"
"3620",19737,"non functional"
"3621",19990,"non functional"
"3622",5237,"functional"
"3623",62222,"non functional"
"3624",12902,"non functional"
"3625",44967,"functional needs repair"
"3626",7937,"non functional"
"3627",32948,"functional"
"3628",55259,"non functional"
"3629",43985,"functional"
"3630",46924,"functional"
"3631",15678,"functional"
"3632",69815,"functional"
"3633",25269,"functional"
"3634",25972,"non functional"
"3635",48697,"functional"
"3636",10525,"functional"
"3637",59333,"functional"
"3638",55988,"functional"
"3639",3949,"non functional"
"3640",61964,"functional"
"3641",155,"functional"
"3642",35257,"functional"
"3643",43066,"functional"
"3644",48024,"non functional"
"3645",51224,"functional"
"3646",44891,"non functional"
"3647",55407,"functional"
"3648",71866,"functional"
"3649",9734,"functional"
"3650",32113,"functional"
"3651",69770,"non functional"
"3652",18286,"functional"
"3653",63378,"non functional"
"3654",38560,"non functional"
"3655",35790,"non functional"
"3656",14852,"non functional"
"3657",14114,"functional"
"3658",61376,"functional"
"3659",34424,"non functional"
"3660",13461,"non functional"
"3661",47223,"functional"
"3662",71048,"non functional"
"3663",1781,"functional"
"3664",73317,"non functional"
"3665",58146,"functional"
"3666",73438,"non functional"
"3667",1822,"non functional"
"3668",53257,"functional"
"3669",56453,"non functional"
"3670",685,"functional"
"3671",44528,"functional"
"3672",29939,"non functional"
"3673",21714,"non functional"
"3674",37257,"functional"
"3675",49549,"non functional"
"3676",8173,"non functional"
"3677",36382,"non functional"
"3678",28869,"functional"
"3679",71500,"functional"
"3680",41699,"non functional"
"3681",63260,"functional"
"3682",64859,"functional"
"3683",5443,"functional"
"3684",4737,"functional"
"3685",47808,"non functional"
"3686",992,"functional"
"3687",55002,NA
"3688",32467,"functional"
"3689",42660,"non functional"
"3690",68458,"functional"
"3691",21711,"functional"
"3692",27953,"non functional"
"3693",20344,"non functional"
"3694",36260,"functional"
"3695",12702,"non functional"
"3696",21463,"functional"
"3697",66013,"functional"
"3698",28849,"non functional"
"3699",67257,"non functional"
"3700",63384,"functional"
"3701",71802,"functional"
"3702",60610,"functional"
"3703",31707,"functional"
"3704",39316,"non functional"
"3705",43625,"non functional"
"3706",26101,"functional"
"3707",7883,"functional"
"3708",64769,"functional"
"3709",39463,"functional"
"3710",74181,"functional"
"3711",73897,"non functional"
"3712",74153,"non functional"
"3713",33704,"functional"
"3714",17126,"functional"
"3715",47447,"functional"
"3716",51247,"non functional"
"3717",67533,"functional"
"3718",6533,"functional"
"3719",14468,"functional"
"3720",71872,"non functional"
"3721",22342,"functional"
"3722",4559,"functional"
"3723",26044,"non functional"
"3724",12750,"non functional"
"3725",27398,"functional"
"3726",28874,"functional needs repair"
"3727",71495,"functional"
"3728",37808,"functional"
"3729",29509,"non functional"
"3730",15775,"non functional"
"3731",16117,"functional"
"3732",61746,"functional"
"3733",3784,"functional"
"3734",61903,"non functional"
"3735",8142,"non functional"
"3736",26610,"functional"
"3737",11203,"non functional"
"3738",67195,"functional"
"3739",39860,"functional"
"3740",47437,"functional"
"3741",12399,"non functional"
"3742",40888,"non functional"
"3743",63657,"non functional"
"3744",70866,"non functional"
"3745",63182,"functional"
"3746",34916,"non functional"
"3747",37248,"non functional"
"3748",48590,"functional"
"3749",68360,"functional"
"3750",53358,"functional needs repair"
"3751",69464,"functional"
"3752",24090,"non functional"
"3753",17158,"functional"
"3754",48134,"non functional"
"3755",31991,"non functional"
"3756",30548,"non functional"
"3757",59607,"functional"
"3758",68062,"non functional"
"3759",72158,"functional needs repair"
"3760",33210,"functional"
"3761",51434,"non functional"
"3762",25649,"functional"
"3763",48561,"functional"
"3764",43678,"non functional"
"3765",1887,"functional"
"3766",37609,"functional"
"3767",12670,"functional"
"3768",20612,"functional"
"3769",51496,"functional needs repair"
"3770",51516,"functional"
"3771",64631,"functional"
"3772",61247,"functional"
"3773",2753,"non functional"
"3774",10603,"functional"
"3775",30964,"functional"
"3776",64158,"non functional"
"3777",27013,"functional"
"3778",34866,"non functional"
"3779",57067,"functional"
"3780",48499,"functional"
"3781",27399,"non functional"
"3782",47334,"functional"
"3783",46672,"functional"
"3784",17559,"non functional"
"3785",629,"non functional"
"3786",36620,"functional"
"3787",59794,"functional"
"3788",6048,"functional"
"3789",34798,"functional needs repair"
"3790",46450,"functional"
"3791",39612,"functional"
"3792",24083,"functional"
"3793",56047,"functional"
"3794",5456,"functional"
"3795",67961,"non functional"
"3796",48719,"functional"
"3797",68999,"non functional"
"3798",71751,"non functional"
"3799",7084,"functional"
"3800",12644,"non functional"
"3801",42842,"functional"
"3802",57583,"functional needs repair"
"3803",18171,"non functional"
"3804",5316,"non functional"
"3805",18945,"functional"
"3806",19707,"functional"
"3807",70734,"functional"
"3808",11280,"non functional"
"3809",69969,"functional"
"3810",10345,"non functional"
"3811",69992,"non functional"
"3812",13378,"functional"
"3813",60813,"non functional"
"3814",24517,"functional"
"3815",67270,NA
"3816",35400,"non functional"
"3817",13712,"non functional"
"3818",53254,"functional"
"3819",68340,"functional"
"3820",68714,"functional"
"3821",18944,"functional"
"3822",52114,"functional"
"3823",17597,"functional"
"3824",60847,"functional"
"3825",34757,"functional"
"3826",39539,"non functional"
"3827",16799,"functional"
"3828",68112,"functional"
"3829",52118,"functional"
"3830",20660,"functional needs repair"
"3831",65885,"functional"
"3832",21520,"functional"
"3833",31114,"non functional"
"3834",22708,"non functional"
"3835",52296,"non functional"
"3836",71498,"functional"
"3837",57034,"functional"
"3838",71733,"functional"
"3839",31417,"functional"
"3840",29958,"functional"
"3841",60931,"functional"
"3842",50205,"functional"
"3843",71233,"non functional"
"3844",22586,"functional"
"3845",53543,"functional"
"3846",40813,"non functional"
"3847",35850,"non functional"
"3848",27728,"non functional"
"3849",67323,"non functional"
"3850",55713,"non functional"
"3851",893,"functional"
"3852",28002,"functional"
"3853",31475,"non functional"
"3854",36465,"non functional"
"3855",63198,"functional"
"3856",32935,"non functional"
"3857",27989,"non functional"
"3858",45955,"non functional"
"3859",31925,"non functional"
"3860",4217,"functional"
"3861",55178,"functional"
"3862",16277,"functional needs repair"
"3863",42198,"functional"
"3864",67792,"non functional"
"3865",5026,"functional"
"3866",15902,"non functional"
"3867",62846,"functional"
"3868",63063,"functional"
"3869",52959,"functional"
"3870",51817,"non functional"
"3871",43049,"functional"
"3872",1721,"functional"
"3873",23655,"functional needs repair"
"3874",50177,"functional"
"3875",68410,"non functional"
"3876",47820,"functional"
"3877",23638,"non functional"
"3878",52868,"non functional"
"3879",43194,"functional"
"3880",54800,"non functional"
"3881",53596,"non functional"
"3882",44296,"functional"
"3883",62012,"functional"
"3884",10798,"non functional"
"3885",65548,"functional"
"3886",31089,"functional"
"3887",73977,"functional"
"3888",28997,"functional"
"3889",37767,"functional"
"3890",73118,"functional"
"3891",21130,"functional"
"3892",24449,"non functional"
"3893",33856,"functional needs repair"
"3894",44712,"functional"
"3895",61179,"functional"
"3896",63580,"functional"
"3897",56465,"non functional"
"3898",43171,"functional"
"3899",807,"functional"
"3900",20734,"functional"
"3901",28158,"functional"
"3902",56363,"non functional"
"3903",25537,"non functional"
"3904",66977,"functional"
"3905",9326,"non functional"
"3906",72109,"non functional"
"3907",35835,"functional"
"3908",8315,"functional"
"3909",36836,"non functional"
"3910",28577,"functional"
"3911",29624,"functional"
"3912",47343,"functional"
"3913",53401,"non functional"
"3914",37014,"functional"
"3915",66226,"functional"
"3916",49776,"non functional"
"3917",56931,"non functional"
"3918",32462,"functional"
"3919",7515,"functional needs repair"
"3920",73360,"functional"
"3921",36248,"non functional"
"3922",3703,"functional"
"3923",8812,"functional"
"3924",52186,"functional needs repair"
"3925",10027,"non functional"
"3926",33735,"functional"
"3927",6647,"functional"
"3928",36752,"non functional"
"3929",70605,"non functional"
"3930",69208,"functional"
"3931",36961,"non functional"
"3932",2723,"functional"
"3933",28460,"functional"
"3934",66744,"non functional"
"3935",69098,"functional"
"3936",26020,"functional"
"3937",18906,"non functional"
"3938",12740,"functional"
"3939",52397,"non functional"
"3940",2150,"non functional"
"3941",16504,"non functional"
"3942",1499,"non functional"
"3943",56965,"functional"
"3944",4261,"functional"
"3945",57140,"functional"
"3946",26347,"functional"
"3947",69863,"functional"
"3948",59024,"functional"
"3949",29550,"functional"
"3950",61105,"non functional"
"3951",48539,"non functional"
"3952",54504,"functional"
"3953",63512,"functional"
"3954",34868,"functional"
"3955",8320,"functional"
"3956",10202,"non functional"
"3957",25264,"non functional"
"3958",13089,"functional"
"3959",60120,"non functional"
"3960",64567,"functional"
"3961",1554,"functional"
"3962",71781,"functional"
"3963",1670,"functional"
"3964",56256,"non functional"
"3965",34671,"functional"
"3966",51177,"functional"
"3967",44188,"functional"
"3968",6749,"functional"
"3969",20227,"functional"
"3970",26170,"functional"
"3971",24172,"functional"
"3972",32509,"functional"
"3973",72369,"non functional"
"3974",67946,"non functional"
"3975",38173,"functional"
"3976",50822,"functional"
"3977",30825,"functional needs repair"
"3978",34789,"non functional"
"3979",54878,"functional"
"3980",25800,"non functional"
"3981",9048,"non functional"
"3982",7562,"functional"
"3983",10022,"functional"
"3984",63044,"functional"
"3985",59539,"functional"
"3986",35448,"functional"
"3987",6452,"non functional"
"3988",4384,"functional"
"3989",50032,"functional"
"3990",21930,"functional"
"3991",41920,"functional"
"3992",14831,"non functional"
"3993",6098,"functional"
"3994",34115,"functional"
"3995",72003,"non functional"
"3996",36604,"functional"
"3997",12107,"functional"
"3998",24493,"functional"
"3999",16531,NA
"4000",15285,"functional"
"4001",20368,"non functional"
"4002",7701,"functional"
"4003",30373,"functional"
"4004",2477,"functional"
"4005",43670,"functional"
"4006",8625,"functional"
"4007",67852,"functional"
"4008",39451,"functional"
"4009",5075,"functional needs repair"
"4010",46767,"functional"
"4011",49351,"functional"
"4012",56383,"functional"
"4013",22440,"non functional"
"4014",69629,"functional"
"4015",32730,"functional"
"4016",4263,"functional"
"4017",49706,"functional"
"4018",55186,"functional"
"4019",34098,"functional"
"4020",5696,"functional"
"4021",39202,"functional"
"4022",58401,"functional"
"4023",8876,"functional"
"4024",59709,"functional"
"4025",69319,"functional"
"4026",55657,"non functional"
"4027",39297,"functional"
"4028",19108,"functional"
"4029",17955,"functional"
"4030",23447,"non functional"
"4031",23933,"functional"
"4032",64327,"functional"
"4033",48534,"functional"
"4034",27275,"non functional"
"4035",44938,"functional"
"4036",54383,"non functional"
"4037",23395,"functional"
"4038",40059,"functional"
"4039",37574,"functional"
"4040",35014,"functional"
"4041",70292,"functional"
"4042",14696,"functional"
"4043",68206,"functional"
"4044",53852,"non functional"
"4045",49737,"functional"
"4046",57612,"functional"
"4047",14716,NA
"4048",25789,"non functional"
"4049",22947,"non functional"
"4050",42080,"functional"
"4051",37336,"functional"
"4052",309,"functional"
"4053",29925,"functional needs repair"
"4054",53896,"functional"
"4055",36690,"non functional"
"4056",66815,"functional needs repair"
"4057",14684,"non functional"
"4058",67935,"functional"
"4059",48724,"functional"
"4060",60341,"functional"
"4061",33720,"functional"
"4062",6820,"functional"
"4063",15885,"functional"
"4064",40080,"non functional"
"4065",34738,"functional needs repair"
"4066",51308,"functional"
"4067",21718,"functional"
"4068",4969,"functional"
"4069",28561,"non functional"
"4070",32841,"functional"
"4071",50452,"functional"
"4072",27481,"non functional"
"4073",7734,"non functional"
"4074",4073,"functional"
"4075",4979,"functional"
"4076",21178,"functional"
"4077",29342,"functional"
"4078",56098,"functional"
"4079",64335,"non functional"
"4080",20553,"non functional"
"4081",39829,"functional"
"4082",68068,"functional"
"4083",65422,"non functional"
"4084",27612,"functional"
"4085",46831,"functional"
"4086",69275,"functional"
"4087",35309,"functional"
"4088",54588,"functional"
"4089",44245,"functional"
"4090",1814,"non functional"
"4091",32001,"non functional"
"4092",5051,"non functional"
"4093",36777,"non functional"
"4094",23967,"functional"
"4095",60695,"functional needs repair"
"4096",35148,"non functional"
"4097",12738,"functional"
"4098",71944,"functional"
"4099",34997,"non functional"
"4100",52598,"functional"
"4101",36749,"functional"
"4102",45600,"functional"
"4103",66990,"functional"
"4104",18921,"functional"
"4105",37356,"non functional"
"4106",58,"non functional"
"4107",2782,"functional"
"4108",3121,"non functional"
"4109",68176,"non functional"
"4110",63904,"functional"
"4111",31712,"functional"
"4112",64884,"functional"
"4113",72931,"functional needs repair"
"4114",13671,"functional"
"4115",40406,"functional"
"4116",55418,"non functional"
"4117",17463,"non functional"
"4118",5389,"functional"
"4119",65507,"non functional"
"4120",43276,"functional"
"4121",41495,"non functional"
"4122",69853,"functional"
"4123",5371,"functional"
"4124",26511,"non functional"
"4125",69359,"non functional"
"4126",26150,"functional"
"4127",39377,"functional"
"4128",57930,"non functional"
"4129",16562,"functional"
"4130",61531,"non functional"
"4131",22439,"functional"
"4132",2999,"functional"
"4133",16841,"non functional"
"4134",60305,"functional"
"4135",60381,"functional"
"4136",10455,"non functional"
"4137",27098,"functional"
"4138",2371,"functional"
"4139",41127,"functional"
"4140",28373,"non functional"
"4141",45393,"functional"
"4142",67071,"non functional"
"4143",49869,"functional"
"4144",22351,"functional"
"4145",34038,"functional"
"4146",44723,"non functional"
"4147",60154,"functional"
"4148",1942,"functional"
"4149",10257,"functional"
"4150",12205,"functional"
"4151",55314,"non functional"
"4152",23061,"functional"
"4153",55893,"functional"
"4154",48904,"non functional"
"4155",4546,"functional"
"4156",39558,"functional"
"4157",49653,"functional"
"4158",39155,"non functional"
"4159",13072,"functional"
"4160",12106,"functional"
"4161",4207,"non functional"
"4162",24327,"functional"
"4163",49540,"functional"
"4164",41080,"functional"
"4165",6189,"functional"
"4166",32663,"functional"
"4167",64314,"functional"
"4168",39791,"non functional"
"4169",57167,"functional"
"4170",11825,"functional"
"4171",42656,"non functional"
"4172",54607,"functional"
"4173",45579,"non functional"
"4174",46932,"non functional"
"4175",22209,"non functional"
"4176",32015,"functional"
"4177",40793,"non functional"
"4178",39981,"functional"
"4179",49713,"non functional"
"4180",55534,"functional"
"4181",7783,"non functional"
"4182",55098,"functional"
"4183",43479,"functional"
"4184",53743,NA
"4185",23114,"functional"
"4186",56530,"non functional"
"4187",16656,"functional"
"4188",54755,"functional"
"4189",45264,"non functional"
"4190",28254,"functional"
"4191",14881,"non functional"
"4192",72509,"non functional"
"4193",30918,"functional"
"4194",22375,"functional"
"4195",38421,"functional"
"4196",58294,"functional"
"4197",22382,"functional"
"4198",22123,"non functional"
"4199",65169,"functional"
"4200",54001,"functional"
"4201",15617,"functional"
"4202",66813,"non functional"
"4203",49733,"non functional"
"4204",8032,"functional"
"4205",43522,"functional"
"4206",20920,"non functional"
"4207",30176,"functional"
"4208",40600,"functional"
"4209",52695,"non functional"
"4210",24915,"functional"
"4211",62297,"functional"
"4212",37005,NA
"4213",22349,"non functional"
"4214",47685,"non functional"
"4215",61162,"functional"
"4216",9722,"functional"
"4217",42191,"functional"
"4218",1591,"functional"
"4219",1749,"non functional"
"4220",5328,"functional"
"4221",21706,"functional"
"4222",72641,"functional"
"4223",36576,"functional"
"4224",29593,"non functional"
"4225",29747,"non functional"
"4226",24722,"functional"
"4227",2589,"functional"
"4228",12772,"non functional"
"4229",45968,"functional"
"4230",7694,"non functional"
"4231",70721,"functional"
"4232",54752,"functional"
"4233",15631,"functional needs repair"
"4234",15196,"functional"
"4235",27491,"functional"
"4236",58886,"non functional"
"4237",11452,"functional"
"4238",68595,"functional"
"4239",17010,"functional"
"4240",32389,"functional"
"4241",70251,"functional"
"4242",61037,"functional"
"4243",28646,"functional"
"4244",64279,"functional"
"4245",23914,"functional"
"4246",17854,"functional"
"4247",15790,"functional"
"4248",41259,"functional"
"4249",57303,"functional"
"4250",65477,"functional"
"4251",36115,"non functional"
"4252",5024,"non functional"
"4253",26401,"functional"
"4254",50503,NA
"4255",37724,"functional"
"4256",62604,"non functional"
"4257",60534,"functional"
"4258",59230,"functional"
"4259",70007,"non functional"
"4260",44320,"functional"
"4261",44300,"functional"
"4262",41079,"non functional"
"4263",36488,"functional"
"4264",46936,"non functional"
"4265",51117,"non functional"
"4266",21611,"non functional"
"4267",55628,"functional"
"4268",70627,"non functional"
"4269",56387,"functional"
"4270",64164,"functional"
"4271",211,"non functional"
"4272",37448,"functional"
"4273",43859,"functional"
"4274",55991,"functional"
"4275",67415,"functional"
"4276",4815,"functional"
"4277",68895,"functional"
"4278",7529,"functional"
"4279",42134,"functional"
"4280",25759,"non functional"
"4281",46155,"functional"
"4282",46770,"functional"
"4283",40396,"functional"
"4284",10161,"functional"
"4285",68598,"functional"
"4286",65668,"non functional"
"4287",20689,"functional"
"4288",56474,"non functional"
"4289",35602,"functional"
"4290",21596,"non functional"
"4291",10972,"functional"
"4292",34504,"non functional"
"4293",26729,"non functional"
"4294",33566,"non functional"
"4295",60252,"functional"
"4296",44621,"non functional"
"4297",7735,"non functional"
"4298",71771,NA
"4299",54855,"functional"
"4300",53293,"functional"
"4301",20396,"functional"
"4302",46415,"non functional"
"4303",26014,"non functional"
"4304",13069,"functional"
"4305",12438,"non functional"
"4306",29991,"functional"
"4307",55410,"functional"
"4308",57016,"non functional"
"4309",30747,"non functional"
"4310",17037,"functional"
"4311",66182,"functional"
"4312",59989,"functional"
"4313",57515,"functional"
"4314",30252,"non functional"
"4315",68035,"non functional"
"4316",5458,"functional"
"4317",26151,"non functional"
"4318",59485,"non functional"
"4319",43995,"functional"
"4320",18700,"non functional"
"4321",60209,"functional"
"4322",33950,"non functional"
"4323",5031,"functional needs repair"
"4324",69205,"functional"
"4325",71438,"functional"
"4326",29381,"non functional"
"4327",53476,"functional"
"4328",59701,"functional"
"4329",25204,"functional"
"4330",59623,"functional"
"4331",4256,"non functional"
"4332",71737,"functional"
"4333",56498,"functional"
"4334",15268,"functional"
"4335",4932,"non functional"
"4336",68591,"functional"
"4337",30743,"functional"
"4338",32203,"functional"
"4339",66855,"non functional"
"4340",56575,"non functional"
"4341",66689,"non functional"
"4342",26201,"functional"
"4343",62446,"functional"
"4344",68896,"functional"
"4345",4285,"functional"
"4346",58304,"functional"
"4347",1090,"non functional"
"4348",56425,"functional"
"4349",5448,"non functional"
"4350",58864,"functional"
"4351",3294,"functional"
"4352",59793,"non functional"
"4353",22124,"functional"
"4354",29314,"functional"
"4355",48488,"non functional"
"4356",45616,NA
"4357",61676,"functional"
"4358",70593,"functional"
"4359",44518,"non functional"
"4360",71455,"functional"
"4361",15000,"functional"
"4362",61442,"functional"
"4363",15983,"non functional"
"4364",37233,"functional"
"4365",22220,"non functional"
"4366",31231,"functional"
"4367",1795,"functional"
"4368",34190,"functional"
"4369",7104,"non functional"
"4370",71818,"functional needs repair"
"4371",13527,"functional"
"4372",20332,"non functional"
"4373",16943,"functional"
"4374",43641,"functional"
"4375",42880,"functional"
"4376",47758,"functional"
"4377",62580,"non functional"
"4378",45459,"functional"
"4379",46129,"non functional"
"4380",27706,"functional"
"4381",70080,"functional"
"4382",28446,"functional"
"4383",6610,"functional"
"4384",3554,"functional"
"4385",4691,"non functional"
"4386",19103,"functional"
"4387",27372,"functional"
"4388",3735,"non functional"
"4389",57310,"functional"
"4390",23690,"functional"
"4391",16483,"functional"
"4392",30119,"functional"
"4393",57721,"functional"
"4394",50631,"functional"
"4395",71776,"functional"
"4396",40418,"non functional"
"4397",8683,"functional"
"4398",24816,"functional"
"4399",31418,"non functional"
"4400",61889,"functional"
"4401",54922,"functional"
"4402",66417,"non functional"
"4403",41927,"non functional"
"4404",61208,"functional"
"4405",33786,"non functional"
"4406",66677,"functional"
"4407",48550,"functional"
"4408",23063,NA
"4409",27690,"non functional"
"4410",48021,"functional"
"4411",44126,"non functional"
"4412",13873,"functional"
"4413",49418,"functional needs repair"
"4414",30356,"non functional"
"4415",48082,"non functional"
"4416",72114,"functional"
"4417",7421,"functional"
"4418",22275,"non functional"
"4419",24609,"functional"
"4420",27332,"functional"
"4421",20951,"functional"
"4422",33633,"non functional"
"4423",26713,"functional"
"4424",40360,"functional"
"4425",11383,"non functional"
"4426",43349,"functional"
"4427",28954,"functional"
"4428",36421,"non functional"
"4429",2116,"non functional"
"4430",54232,"non functional"
"4431",37376,"functional"
"4432",24479,"functional"
"4433",28364,NA
"4434",26169,"functional"
"4435",6752,"functional"
"4436",50594,"functional"
"4437",50856,"non functional"
"4438",22568,"functional"
"4439",17831,"functional"
"4440",20238,"non functional"
"4441",59665,"functional"
"4442",36675,"functional"
"4443",59115,"functional"
"4444",46658,"functional"
"4445",47812,"non functional"
"4446",60337,"non functional"
"4447",5925,"non functional"
"4448",31724,"non functional"
"4449",18356,"functional"
"4450",1949,"functional"
"4451",2167,"non functional"
"4452",53020,"functional"
"4453",24037,"functional"
"4454",35004,"functional"
"4455",8176,"functional"
"4456",62817,"functional"
"4457",44223,"functional"
"4458",48211,"functional"
"4459",72329,"functional"
"4460",65035,"functional needs repair"
"4461",9044,"functional"
"4462",3890,"functional"
"4463",51633,"non functional"
"4464",54844,"functional"
"4465",33149,"functional"
"4466",40421,"non functional"
"4467",27362,"functional"
"4468",66893,"non functional"
"4469",31148,"non functional"
"4470",3362,"non functional"
"4471",51273,"functional"
"4472",2769,"functional"
"4473",31711,NA
"4474",31865,"functional"
"4475",30803,"functional"
"4476",8755,"non functional"
"4477",48751,"functional needs repair"
"4478",45069,"functional"
"4479",35483,"non functional"
"4480",10863,"functional"
"4481",46944,"functional"
"4482",17175,"functional"
"4483",63331,"functional"
"4484",33245,"functional"
"4485",47058,"functional"
"4486",31091,"non functional"
"4487",21102,"functional"
"4488",15897,"functional"
"4489",60918,"functional"
"4490",15964,"non functional"
"4491",63592,"functional"
"4492",48162,"non functional"
"4493",55336,"functional"
"4494",23352,"non functional"
"4495",6273,"functional"
"4496",21356,"functional"
"4497",5093,"functional"
"4498",13518,"functional"
"4499",63302,"non functional"
"4500",67702,"functional"
"4501",42060,"functional"
"4502",34084,"non functional"
"4503",39302,"functional"
"4504",43093,"non functional"
"4505",6677,"functional needs repair"
"4506",60475,"functional"
"4507",58084,"functional"
"4508",27102,"non functional"
"4509",49393,"non functional"
"4510",32029,"functional"
"4511",2534,"functional"
"4512",29386,"functional"
"4513",72884,"non functional"
"4514",49553,"functional"
"4515",37640,"functional"
"4516",52508,"functional"
"4517",34229,"functional"
"4518",26645,"functional"
"4519",72591,"functional"
"4520",19022,"functional"
"4521",6843,"functional"
"4522",58105,"non functional"
"4523",27222,"non functional"
"4524",12353,"functional needs repair"
"4525",13469,"non functional"
"4526",65600,"functional"
"4527",66340,"non functional"
"4528",20533,"functional"
"4529",2638,"non functional"
"4530",41245,"functional"
"4531",43236,"non functional"
"4532",61688,"functional"
"4533",19508,"non functional"
"4534",8407,"non functional"
"4535",71177,"functional"
"4536",4740,"functional"
"4537",47394,"functional"
"4538",20283,"non functional"
"4539",13542,"non functional"
"4540",32220,"non functional"
"4541",50079,"non functional"
"4542",7409,"non functional"
"4543",67526,"non functional"
"4544",65825,"functional"
"4545",65748,"functional"
"4546",12304,"non functional"
"4547",16886,"functional"
"4548",62540,"non functional"
"4549",38544,"non functional"
"4550",36281,"functional"
"4551",54460,"functional"
"4552",33503,"functional"
"4553",7085,"functional"
"4554",31584,"non functional"
"4555",57994,"functional needs repair"
"4556",24268,"non functional"
"4557",32295,"functional"
"4558",56790,"non functional"
"4559",37155,"non functional"
"4560",9050,"functional"
"4561",10367,"functional"
"4562",41842,"functional needs repair"
"4563",43939,"functional"
"4564",52426,"functional"
"4565",47664,"non functional"
"4566",20760,"functional"
"4567",10490,"non functional"
"4568",22461,"functional"
"4569",16069,"functional"
"4570",47408,"functional"
"4571",48598,"functional"
"4572",34799,"non functional"
"4573",43548,"functional"
"4574",63173,"functional"
"4575",9774,"non functional"
"4576",5586,"non functional"
"4577",51441,"non functional"
"4578",29407,"non functional"
"4579",14925,"functional"
"4580",7545,"functional"
"4581",59994,"functional"
"4582",41183,"functional"
"4583",21300,"functional"
"4584",11250,"functional"
"4585",20863,"functional"
"4586",59895,"non functional"
"4587",48954,"functional"
"4588",73416,"functional"
"4589",15152,"functional"
"4590",23013,"functional"
"4591",70529,"non functional"
"4592",17961,"functional"
"4593",2498,"non functional"
"4594",72551,"non functional"
"4595",61577,"functional"
"4596",911,"non functional"
"4597",41945,"non functional"
"4598",23227,"functional"
"4599",35464,"non functional"
"4600",40170,"functional"
"4601",25137,"functional"
"4602",17958,"functional"
"4603",42310,"functional"
"4604",24925,"non functional"
"4605",16288,"functional"
"4606",22892,"functional"
"4607",53395,"functional"
"4608",71225,NA
"4609",66085,"non functional"
"4610",7992,"functional"
"4611",26488,"non functional"
"4612",29089,"functional"
"4613",57488,"non functional"
"4614",42568,"non functional"
"4615",62342,"non functional"
"4616",6042,"functional"
"4617",55931,"functional"
"4618",50120,"functional"
"4619",14780,"functional"
"4620",65623,"functional"
"4621",17926,"functional"
"4622",21498,"non functional"
"4623",18899,"non functional"
"4624",25993,"functional"
"4625",72535,"functional needs repair"
"4626",51289,"functional"
"4627",27104,"non functional"
"4628",30354,"functional"
"4629",54408,"functional"
"4630",25350,"non functional"
"4631",36398,"functional"
"4632",67096,"non functional"
"4633",47684,"functional"
"4634",73219,"functional"
"4635",49739,"non functional"
"4636",110,"non functional"
"4637",40616,"non functional"
"4638",3350,"non functional"
"4639",68614,"functional"
"4640",2016,"functional"
"4641",44757,"functional"
"4642",48832,"functional"
"4643",5270,"non functional"
